Year,Student Name,School,Class,Subject,Prelim Result,PSLE Result
2022,Hafiz Bin Rahman 703,Yumin Primary School,P6-1,Malay Language,68/100,73/100
2024,Mohammad Firdaus 925,Henry Park Primary School,P6-2,Malay Language,76/100,74/100
2024,Goh Jun Wei 886,Princess Elizabeth Primary School,P6-2,Chinese Language,58/100,62/100
2022,Meena D/O Ravi 811,Raffles Girls' Primary School,P6-3,Higher Tamil Language,82/100,86/100
2023,Lim Jia Hao 434,Tao Nan School,P6-1,Chinese Language,89/100,88/100
2022,Anand S/O Murugan 580,Rosyth School,P6-3,Tamil Language,53/100,49/100
2022,Lakshmi D/O Kumar 172,Tao Nan School,P6-3,Tamil Language,83/100,86/100
2023,Ong Shu Fen 128,Rosyth School,P6-3,Chinese Language,74/100,69/100
2023,Hafiz Bin Rahman 450,Henry Park Primary School,P6-2,Malay Language,57/100,57/100
2024,Chua Kai Wen 933,Rosyth School,P6-3,Foundation Chinese Language,93/100,92/100
2022,Wong Yu Ting 513,Red Swastika School,P6-1,Chinese Language,86/100,85/100
2022,Aqil Zulkarnain 258,Nan Hua Primary School,P6-2,Malay Language,58/100,56/100
2024,Chen Qi En 235,Pei Hwa Presbyterian Primary School,P6-3,Higher Chinese Language,65/100,67/100
2023,Tan Wei Ling 332,St Joseph’s Institution Junior,P6-3,Higher Chinese Language,66/100,62/100
2023,Imran Bin Azmi 456,Yumin Primary School,P6-1,Malay Language,65/100,61/100
2024,Priya D/O Kumar 214,Gongshang Primary School,P6-1,Higher Tamil Language,73/100,69/100
2023,Ng Zi Xuan 736,Catholic High School (Primary),P6-2,Chinese Language,82/100,83/100
2022,Priya D/O Kumar 573,Temasek Primary School,P6-1,Higher Tamil Language,90/100,89/100
2022,Mohammad Firdaus 901,Pei Hwa Presbyterian Primary School,P6-2,Higher Malay Language,58/100,55/100
2024,Lee Hui Min 580,Nanyang Primary School,P6-1,Foundation Chinese Language,94/100,99/100
2022,Karthik S/O Ramesh 352,Nan Hua Primary School,P6-2,Tamil Language,89/100,87/100
2022,Ng Zi Xuan 224,Nanyang Primary School,P6-2,Higher Chinese Language,65/100,66/100
2022,Karthik S/O Ramesh 642,Nanyang Primary School,P6-2,Tamil Language,83/100,86/100
2024,Ong Shu Fen 782,Nan Hua Primary School,P6-2,Foundation Chinese Language,55/100,53/100
2023,Anand S/O Murugan 527,CHIJ St Nicholas Girls’ School,P6-1,Foundation Tamil Language,95/100,94/100
2023,Ainul Zafira 251,Red Swastika School,P6-3,Foundation Malay Language,94/100,98/100
2024,Siti Aminah 824,Pei Chun Public School,P6-2,Malay Language,74/100,69/100
2023,Nur Aisyah 563,Gongshang Primary School,P6-2,Malay Language,78/100,75/100
2023,Nurul Huda 845,Pei Chun Public School,P6-2,Foundation Malay Language,95/100,97/100
2022,Ong Shu Fen 743,Princess Elizabeth Primary School,P6-3,Higher Chinese Language,73/100,76/100
2023,Aqil Zulkarnain 640,Raffles Girls' Primary School,P6-2,Higher Malay Language,60/100,62/100
2024,Nurul Huda 521,Pei Chun Public School,P6-1,Malay Language,73/100,76/100
2023,Anand S/O Murugan 267,Henry Park Primary School,P6-2,Foundation Tamil Language,80/100,75/100
2022,Chua Kai Wen 831,Raffles Girls' Primary School,P6-2,Foundation Chinese Language,59/100,56/100
2022,Sivakumar Raj 894,Henry Park Primary School,P6-3,Tamil Language,67/100,70/100
2024,Karthik S/O Ramesh 833,Anglo-Chinese School (Primary),P6-3,Higher Tamil Language,52/100,48/100
2023,Aqil Zulkarnain 109,Ai Tong School,P6-1,Foundation Malay Language,90/100,87/100
2024,Nur Aisyah 619,Red Swastika School,P6-2,Higher Malay Language,74/100,69/100
2023,Deepa D/O Muthu 242,Ai Tong School,P6-1,Tamil Language,88/100,93/100
2024,Sivakumar Raj 154,CHIJ St Nicholas Girls’ School,P6-2,Foundation Tamil Language,92/100,97/100
2024,Arunasarawasthy 342,Catholic High School (Primary),P6-2,Tamil Language,60/100,57/100
2024,Ainul Zafira 689,Henry Park Primary School,P6-2,Foundation Malay Language,83/100,83/100
2024,Nurul Huda 603,Anglo-Chinese School (Primary),P6-2,Higher Malay Language,77/100,79/100
2022,Ahmad Hakim 677,Yumin Primary School,P6-2,Higher Malay Language,50/100,54/100
2024,Priya D/O Kumar 314,Temasek Primary School,P6-1,Foundation Tamil Language,61/100,58/100
2023,Chen Qi En 218,Raffles Girls' Primary School,P6-2,Higher Chinese Language,92/100,94/100
2023,Hafiz Bin Rahman 639,Nan Hua Primary School,P6-1,Higher Malay Language,54/100,52/100
2022,Meena D/O Ravi 789,Maris Stella Primary School,P6-2,Foundation Tamil Language,76/100,79/100
2023,Lee Hui Min 226,CHIJ St Nicholas Girls’ School,P6-2,Higher Chinese Language,80/100,78/100
2024,Hafiz Bin Rahman 355,Pei Hwa Presbyterian Primary School,P6-2,Foundation Malay Language,53/100,55/100
2024,Ahmad Hakim 585,Pei Chun Public School,P6-3,Foundation Malay Language,72/100,72/100
2022,Priya D/O Kumar 246,Gongshang Primary School,P6-2,Higher Tamil Language,50/100,53/100
2024,Goh Jun Wei 899,Yumin Primary School,P6-1,Chinese Language,53/100,54/100
2024,Aqil Zulkarnain 464,Tao Nan School,P6-3,Higher Malay Language,90/100,91/100
2024,Meena D/O Ravi 763,Pei Hwa Presbyterian Primary School,P6-3,Tamil Language,68/100,72/100
2022,Tan Wei Ling 760,Ai Tong School,P6-3,Higher Chinese Language,76/100,77/100
2022,Muhd Irfan 386,St Joseph’s Institution Junior,P6-1,Higher Malay Language,77/100,77/100
2022,Lim Jia Hao 582,CHIJ St Nicholas Girls’ School,P6-1,Foundation Chinese Language,88/100,83/100
2022,Chua Kai Wen 266,Rosyth School,P6-2,Chinese Language,87/100,90/100
2023,Ahmad Hakim 486,Pei Hwa Presbyterian Primary School,P6-2,Foundation Malay Language,80/100,78/100
2023,Siti Aminah 305,Henry Park Primary School,P6-1,Higher Malay Language,82/100,83/100
2022,Nurul Huda 471,Nanyang Primary School,P6-2,Higher Malay Language,80/100,76/100
2022,Imran Bin Azmi 647,Pei Chun Public School,P6-3,Malay Language,50/100,48/100
2024,Lakshmi D/O Kumar 764,Red Swastika School,P6-3,Tamil Language,95/100,92/100
2024,Imran Bin Azmi 715,Nanyang Primary School,P6-1,Malay Language,66/100,63/100
2022,Hafiz Bin Rahman 559,Red Swastika School,P6-1,Higher Malay Language,83/100,82/100
2024,Meena D/O Ravi 181,Henry Park Primary School,P6-2,Tamil Language,81/100,79/100
2024,Nur Aisyah 159,Yumin Primary School,P6-2,Foundation Malay Language,94/100,92/100
2024,Siti Aminah 878,Gongshang Primary School,P6-2,Foundation Malay Language,78/100,80/100
2023,Suresh S/O Raj 775,Maris Stella Primary School,P6-2,Tamil Language,78/100,82/100
2023,Goh Jun Wei 938,Raffles Girls' Primary School,P6-3,Foundation Chinese Language,90/100,93/100
2023,Lim Jia Hao 911,Henry Park Primary School,P6-3,Foundation Chinese Language,63/100,66/100
2023,Muhd Irfan 450,Red Swastika School,P6-2,Foundation Malay Language,71/100,66/100
2022,Meena D/O Ravi 308,CHIJ St Nicholas Girls’ School,P6-3,Higher Tamil Language,61/100,56/100
2024,Siti Aminah 773,CHIJ St Nicholas Girls’ School,P6-1,Higher Malay Language,64/100,59/100
2023,Lakshmi D/O Kumar 554,Raffles Girls' Primary School,P6-3,Foundation Tamil Language,78/100,73/100
2023,Ahmad Hakim 421,CHIJ St Nicholas Girls’ School,P6-1,Higher Malay Language,63/100,64/100
2022,Karthik S/O Ramesh 690,Catholic High School (Primary),P6-3,Higher Tamil Language,74/100,77/100
2023,Lim Jia Hao 783,CHIJ St Nicholas Girls’ School,P6-1,Higher Chinese Language,83/100,88/100
2023,Lim Jia Hao 998,CHIJ St Nicholas Girls’ School,P6-2,Higher Chinese Language,58/100,62/100
2024,Nurul Huda 150,Pei Chun Public School,P6-1,Higher Malay Language,65/100,63/100
2023,Hafiz Bin Rahman 112,Raffles Girls' Primary School,P6-2,Malay Language,83/100,80/100
2023,Ng Zi Xuan 428,Maris Stella Primary School,P6-1,Higher Chinese Language,55/100,51/100
2022,Suresh S/O Raj 236,Red Swastika School,P6-2,Higher Tamil Language,71/100,67/100
2022,Chua Kai Wen 908,Tao Nan School,P6-1,Chinese Language,86/100,82/100
2022,Lakshmi D/O Kumar 389,Red Swastika School,P6-3,Foundation Tamil Language,83/100,79/100
2023,Hafiz Bin Rahman 719,Gongshang Primary School,P6-2,Foundation Malay Language,56/100,59/100
2022,Chua Kai Wen 157,Rosyth School,P6-1,Higher Chinese Language,73/100,76/100
2024,Lee Hui Min 784,CHIJ St Nicholas Girls’ School,P6-1,Chinese Language,53/100,58/100
2023,Chua Kai Wen 677,Princess Elizabeth Primary School,P6-2,Foundation Chinese Language,80/100,76/100
2024,Imran Bin Azmi 283,Henry Park Primary School,P6-1,Foundation Malay Language,54/100,51/100
2022,Ng Zi Xuan 945,Henry Park Primary School,P6-2,Chinese Language,94/100,95/100
2023,Vignesh S/O Rajan 633,Yumin Primary School,P6-3,Higher Tamil Language,57/100,56/100
2023,Lee Hui Min 984,Temasek Primary School,P6-1,Higher Chinese Language,91/100,94/100
2024,Meena D/O Ravi 678,Raffles Girls' Primary School,P6-1,Foundation Tamil Language,53/100,50/100
2023,Ainul Zafira 607,West Grove Primary School,P6-1,Foundation Malay Language,74/100,76/100
2023,Suresh S/O Raj 436,Gongshang Primary School,P6-2,Foundation Tamil Language,73/100,69/100
2024,Suresh S/O Raj 184,Temasek Primary School,P6-3,Foundation Tamil Language,54/100,57/100
2024,Nur Aisyah 513,West Grove Primary School,P6-3,Malay Language,91/100,88/100
2024,Lim Jia Hao 554,West Grove Primary School,P6-1,Higher Chinese Language,67/100,72/100
2024,Chen Qi En 292,Nanyang Primary School,P6-3,Higher Chinese Language,51/100,54/100
2022,Aqil Zulkarnain 237,St Joseph’s Institution Junior,P6-2,Malay Language,65/100,68/100
2024,Muhd Irfan 804,Temasek Primary School,P6-2,Foundation Malay Language,50/100,52/100
2023,Sivakumar Raj 489,Pei Chun Public School,P6-1,Tamil Language,71/100,76/100
2024,Ahmad Hakim 503,Temasek Primary School,P6-1,Foundation Malay Language,78/100,77/100
2024,Tan Wei Ling 979,Raffles Girls' Primary School,P6-3,Chinese Language,93/100,89/100
2023,Karthik S/O Ramesh 643,Ai Tong School,P6-1,Tamil Language,89/100,88/100
2022,Ainul Zafira 694,Henry Park Primary School,P6-3,Malay Language,58/100,59/100
2022,Teo Wen Jie 810,Pei Chun Public School,P6-3,Higher Chinese Language,60/100,59/100
2022,Arunasarawasthy 640,Temasek Primary School,P6-1,Tamil Language,87/100,91/100
2024,Wong Yu Ting 600,Henry Park Primary School,P6-2,Chinese Language,63/100,61/100
2022,Wong Yu Ting 583,Temasek Primary School,P6-3,Higher Chinese Language,77/100,79/100
2024,Nur Aisyah 759,Yumin Primary School,P6-2,Higher Malay Language,53/100,49/100
2022,Suresh S/O Raj 516,Temasek Primary School,P6-3,Higher Tamil Language,85/100,82/100
2023,Chua Kai Wen 103,Red Swastika School,P6-2,Foundation Chinese Language,67/100,66/100
2024,Wong Yu Ting 344,Red Swastika School,P6-2,Chinese Language,71/100,71/100
2023,Ahmad Hakim 664,Pei Chun Public School,P6-3,Higher Malay Language,57/100,60/100
2022,Ong Shu Fen 136,CHIJ St Nicholas Girls’ School,P6-1,Foundation Chinese Language,76/100,77/100
2024,Tan Wei Ling 972,Maris Stella Primary School,P6-3,Higher Chinese Language,50/100,55/100
2024,Siti Aminah 505,Nan Hua Primary School,P6-3,Malay Language,63/100,64/100
2022,Goh Jun Wei 453,Henry Park Primary School,P6-1,Chinese Language,66/100,69/100
2024,Siti Aminah 849,Pei Chun Public School,P6-3,Foundation Malay Language,69/100,73/100
2024,Muhd Irfan 496,Pei Hwa Presbyterian Primary School,P6-2,Higher Malay Language,76/100,79/100
2023,Deepa D/O Muthu 621,Henry Park Primary School,P6-2,Foundation Tamil Language,74/100,74/100
2023,Teo Wen Jie 936,Tao Nan School,P6-3,Chinese Language,84/100,89/100
2024,Muhd Irfan 452,Temasek Primary School,P6-3,Foundation Malay Language,91/100,95/100
2022,Sivakumar Raj 697,Temasek Primary School,P6-3,Higher Tamil Language,74/100,76/100
2022,Lee Hui Min 180,CHIJ St Nicholas Girls’ School,P6-2,Foundation Chinese Language,54/100,53/100
2023,Lee Hui Min 210,Temasek Primary School,P6-3,Higher Chinese Language,80/100,79/100
2022,Lakshmi D/O Kumar 739,Yumin Primary School,P6-2,Higher Tamil Language,76/100,81/100
2022,Ainul Zafira 279,Ai Tong School,P6-3,Foundation Malay Language,84/100,80/100
2022,Priya D/O Kumar 981,Tao Nan School,P6-1,Higher Tamil Language,61/100,61/100
2024,Nur Aisyah 788,Nan Hua Primary School,P6-1,Foundation Malay Language,67/100,68/100
2023,Karthik S/O Ramesh 109,Henry Park Primary School,P6-1,Higher Tamil Language,91/100,90/100
2024,Siti Aminah 264,Tao Nan School,P6-2,Foundation Malay Language,57/100,60/100
2023,Siti Aminah 765,Temasek Primary School,P6-2,Malay Language,78/100,83/100
2022,Lee Hui Min 637,Pei Hwa Presbyterian Primary School,P6-1,Higher Chinese Language,77/100,78/100
2024,Chen Qi En 203,Temasek Primary School,P6-3,Foundation Chinese Language,88/100,84/100
2022,Nurul Huda 831,Nan Hua Primary School,P6-2,Malay Language,90/100,91/100
2022,Arunasarawasthy 986,Pei Hwa Presbyterian Primary School,P6-1,Higher Tamil Language,76/100,79/100
2024,Siti Aminah 758,Tao Nan School,P6-1,Higher Malay Language,79/100,80/100
2023,Imran Bin Azmi 321,Tao Nan School,P6-3,Foundation Malay Language,75/100,74/100
2023,Deepa D/O Muthu 103,Nanyang Primary School,P6-3,Higher Tamil Language,70/100,71/100
2022,Wong Yu Ting 676,Catholic High School (Primary),P6-1,Higher Chinese Language,81/100,79/100
2022,Karthik S/O Ramesh 797,CHIJ St Nicholas Girls’ School,P6-3,Tamil Language,79/100,76/100
2022,Aqil Zulkarnain 259,CHIJ St Nicholas Girls’ School,P6-3,Malay Language,83/100,81/100
2023,Ainul Zafira 140,Rosyth School,P6-2,Higher Malay Language,52/100,56/100
2024,Deepa D/O Muthu 761,Maris Stella Primary School,P6-1,Tamil Language,70/100,74/100
2024,Nurul Huda 924,West Grove Primary School,P6-3,Higher Malay Language,78/100,74/100
2024,Siti Aminah 686,Maris Stella Primary School,P6-1,Higher Malay Language,73/100,76/100
2024,Arunasarawasthy 715,CHIJ St Nicholas Girls’ School,P6-2,Foundation Tamil Language,54/100,50/100
2022,Lakshmi D/O Kumar 346,Gongshang Primary School,P6-1,Tamil Language,69/100,68/100
2022,Ahmad Hakim 361,Nan Hua Primary School,P6-1,Foundation Malay Language,56/100,58/100
2023,Arunasarawasthy 768,Catholic High School (Primary),P6-3,Higher Tamil Language,58/100,61/100
2023,Hafiz Bin Rahman 129,Nanyang Primary School,P6-2,Foundation Malay Language,76/100,77/100
2022,Meena D/O Ravi 863,Temasek Primary School,P6-3,Higher Tamil Language,84/100,81/100
2024,Ainul Zafira 543,Catholic High School (Primary),P6-2,Higher Malay Language,59/100,63/100
2022,Anand S/O Murugan 158,Nanyang Primary School,P6-2,Tamil Language,88/100,84/100
2023,Siti Aminah 461,Rosyth School,P6-1,Foundation Malay Language,51/100,47/100
2022,Arunasarawasthy 339,CHIJ St Nicholas Girls’ School,P6-2,Higher Tamil Language,69/100,64/100
2023,Anand S/O Murugan 934,Red Swastika School,P6-3,Tamil Language,65/100,62/100
2023,Karthik S/O Ramesh 883,Temasek Primary School,P6-2,Tamil Language,50/100,46/100
2022,Anand S/O Murugan 174,Raffles Girls' Primary School,P6-1,Foundation Tamil Language,73/100,75/100
2023,Aqil Zulkarnain 231,Nanyang Primary School,P6-1,Higher Malay Language,69/100,72/100
2023,Tan Wei Ling 108,Maris Stella Primary School,P6-2,Chinese Language,81/100,84/100
2023,Karthik S/O Ramesh 741,CHIJ St Nicholas Girls’ School,P6-3,Tamil Language,90/100,92/100
2023,Sivakumar Raj 825,Temasek Primary School,P6-3,Foundation Tamil Language,59/100,60/100
2023,Priya D/O Kumar 534,CHIJ St Nicholas Girls’ School,P6-2,Tamil Language,58/100,53/100
2023,Wong Yu Ting 182,CHIJ St Nicholas Girls’ School,P6-2,Chinese Language,56/100,60/100
2024,Chua Kai Wen 148,Princess Elizabeth Primary School,P6-3,Chinese Language,93/100,91/100
2022,Tan Wei Ling 432,Nan Hua Primary School,P6-2,Foundation Chinese Language,89/100,88/100
2022,Muhd Irfan 559,Rosyth School,P6-1,Foundation Malay Language,71/100,73/100
2022,Vignesh S/O Rajan 423,Temasek Primary School,P6-2,Higher Tamil Language,52/100,52/100
2024,Siti Aminah 193,Henry Park Primary School,P6-2,Foundation Malay Language,80/100,77/100
2022,Meena D/O Ravi 236,Raffles Girls' Primary School,P6-1,Higher Tamil Language,58/100,62/100
2023,Arunasarawasthy 346,Tao Nan School,P6-1,Higher Tamil Language,73/100,78/100
2022,Imran Bin Azmi 126,Nan Hua Primary School,P6-1,Malay Language,67/100,69/100
2023,Ong Shu Fen 768,Red Swastika School,P6-2,Foundation Chinese Language,68/100,67/100
2024,Ahmad Hakim 942,Gongshang Primary School,P6-1,Malay Language,61/100,57/100
2024,Sivakumar Raj 854,Princess Elizabeth Primary School,P6-1,Higher Tamil Language,88/100,88/100
2022,Mohammad Firdaus 567,Princess Elizabeth Primary School,P6-2,Higher Malay Language,50/100,51/100
2022,Karthik S/O Ramesh 128,Temasek Primary School,P6-3,Tamil Language,84/100,84/100
2023,Lakshmi D/O Kumar 311,Catholic High School (Primary),P6-2,Higher Tamil Language,86/100,87/100
2023,Nurul Huda 224,Nanyang Primary School,P6-3,Foundation Malay Language,79/100,84/100
2022,Arunasarawasthy 279,Princess Elizabeth Primary School,P6-3,Foundation Tamil Language,89/100,94/100
2022,Deepa D/O Muthu 626,Anglo-Chinese School (Primary),P6-3,Foundation Tamil Language,76/100,78/100
2023,Siti Aminah 533,Yumin Primary School,P6-2,Malay Language,85/100,84/100
2022,Nurul Huda 605,Catholic High School (Primary),P6-2,Higher Malay Language,80/100,81/100
2023,Ainul Zafira 285,Henry Park Primary School,P6-1,Malay Language,70/100,65/100
2022,Ong Shu Fen 805,Princess Elizabeth Primary School,P6-1,Chinese Language,73/100,73/100
2023,Siti Aminah 378,St Joseph’s Institution Junior,P6-3,Higher Malay Language,61/100,59/100
2022,Nurul Huda 322,St Joseph’s Institution Junior,P6-3,Higher Malay Language,71/100,66/100
2023,Wong Yu Ting 822,St Joseph’s Institution Junior,P6-2,Higher Chinese Language,82/100,79/100
2022,Nur Aisyah 277,Pei Hwa Presbyterian Primary School,P6-3,Higher Malay Language,74/100,77/100
2022,Goh Jun Wei 945,Raffles Girls' Primary School,P6-2,Foundation Chinese Language,82/100,81/100
2023,Wong Yu Ting 236,Red Swastika School,P6-1,Higher Chinese Language,69/100,74/100
2023,Sivakumar Raj 965,CHIJ St Nicholas Girls’ School,P6-1,Tamil Language,69/100,72/100
2023,Arunasarawasthy 112,Red Swastika School,P6-3,Foundation Tamil Language,73/100,73/100
2024,Goh Jun Wei 730,Anglo-Chinese School (Primary),P6-1,Chinese Language,80/100,80/100
2022,Nurul Huda 936,Tao Nan School,P6-1,Foundation Malay Language,70/100,68/100
2024,Wong Yu Ting 158,Pei Chun Public School,P6-3,Foundation Chinese Language,67/100,63/100
2024,Arunasarawasthy 120,Rosyth School,P6-3,Foundation Tamil Language,76/100,74/100
2024,Nur Aisyah 160,Rosyth School,P6-2,Foundation Malay Language,50/100,54/100
2022,Siti Aminah 976,Ai Tong School,P6-1,Malay Language,69/100,65/100
2022,Karthik S/O Ramesh 432,Nan Hua Primary School,P6-2,Foundation Tamil Language,76/100,71/100
2022,Vignesh S/O Rajan 276,Tao Nan School,P6-3,Foundation Tamil Language,80/100,79/100
2024,Mohammad Firdaus 157,Maris Stella Primary School,P6-3,Malay Language,88/100,88/100
2022,Mohammad Firdaus 273,Ai Tong School,P6-1,Foundation Malay Language,74/100,69/100
2024,Hafiz Bin Rahman 452,West Grove Primary School,P6-2,Foundation Malay Language,69/100,71/100
2022,Teo Wen Jie 188,CHIJ St Nicholas Girls’ School,P6-2,Foundation Chinese Language,69/100,73/100
2024,Nur Aisyah 189,Henry Park Primary School,P6-3,Malay Language,62/100,64/100
2022,Lim Jia Hao 534,Yumin Primary School,P6-1,Higher Chinese Language,64/100,69/100
2022,Lakshmi D/O Kumar 910,Gongshang Primary School,P6-3,Tamil Language,58/100,60/100
2023,Aqil Zulkarnain 640,Nan Hua Primary School,P6-3,Higher Malay Language,91/100,89/100
2022,Meena D/O Ravi 817,St Joseph’s Institution Junior,P6-3,Tamil Language,59/100,59/100
2022,Ahmad Hakim 898,Henry Park Primary School,P6-3,Foundation Malay Language,83/100,86/100
2024,Aqil Zulkarnain 891,Gongshang Primary School,P6-1,Higher Malay Language,59/100,57/100
2022,Hafiz Bin Rahman 224,Ai Tong School,P6-2,Foundation Malay Language,72/100,77/100
2024,Aqil Zulkarnain 435,Henry Park Primary School,P6-2,Malay Language,60/100,62/100
