School,Student_ID,Name,Class,Gender,Date,Status,Reason,Absent
CHIJ Katong Convent,S1956,Benjamin Lee,Sec5-3,F,2022-02-01,Present,,0
Cedar Girls' Secondary School,S1957,Hannah Ong,Sec2-2,M,2024-07-24,Present,,0
Victoria School,S1958,Daphne Lee,Sec2-3,F,2024-06-18,Late,,0
Springfield Secondary School,S1959,Daniel Ong,Sec1-1,M,2023-04-03,Present,,0
St. Andrew's Secondary School,S1960,Jayden Ho,Sec1-3,F,2025-01-14,Present,,0
Bedok Green Secondary School,S1961,Grace Lim,Sec1-1,F,2024-12-18,Present,,0
Cedar Girls' Secondary School,S1962,Adele Lim,Sec4-1,F,2025-08-08,Present,,0
Victoria School,S1963,Ella Chua,Sec4-1,M,2022-08-15,Present,,0
Maris Stella High School,S1964,Bella Tan,Sec1-1,F,2023-05-19,Present,,0
Fairfield Methodist Secondary School,S1965,Ethan Ng,Sec1-4,M,2024-03-23,Present,,0
Victoria School,S1966,Faith Goh,Sec3-1,M,2023-04-21,Present,,0
St. Patrick's School,S1967,Faith Goh,Sec4-3,M,2023-05-26,Absent,MC,1
Bukit Merah Secondary School,S1968,Isaac Koh,Sec5-2,M,2022-03-31,Present,,0
Kent Ridge Secondary School,S1969,Faith Goh,Sec4-4,F,2023-04-15,Present,,0
Gan Eng Seng School,S1970,Ethan Ng,Sec2-1,F,2025-07-06,Absent,Truancy,1
Anglican High School,S1971,Jasmine Tan,Sec1-2,M,2024-11-18,Absent,Truancy,1
Nan Chiau High School,S1972,Caleb Lim,Sec5-2,F,2024-01-12,Present,,0
Singapore Chinese Girls' School,S1973,Ella Chua,Sec5-3,F,2025-07-05,Absent,Medical Leave,1
Yishun Town Secondary School,S1974,Gabriel Chua,Sec1-1,F,2022-09-02,Absent,Sick,1
Fairfield Methodist Secondary School,S1975,Charlotte Ng,Sec2-4,M,2022-11-20,Present,,0
Gan Eng Seng School,S1976,Jasmine Tan,Sec4-1,F,2023-11-22,Present,,0
St. Andrew's Secondary School,S1977,Bella Tan,Sec5-4,M,2024-05-23,Present,,0
Nan Chiau High School,S1978,Bella Tan,Sec2-1,M,2023-02-19,Present,,0
St. Andrew's Secondary School,S1979,Caleb Lim,Sec2-4,F,2025-04-15,Present,,0
Fairfield Methodist Secondary School,S1980,Faith Goh,Sec2-4,M,2022-07-26,Late,,0
Nan Chiau High School,S1981,Bella Tan,Sec1-2,F,2023-01-02,Present,,0
Presbyterian High School,S1982,Daphne Lee,Sec3-1,F,2023-12-11,Absent,Unknown,1
Victoria School,S1983,Jayden Ho,Sec4-4,F,2024-04-09,Present,,0
Jurong Secondary School,S1984,Ella Chua,Sec1-2,M,2022-05-25,Present,,0
Zhonghua Secondary School,S1985,Benjamin Lee,Sec5-3,F,2024-09-09,Present,,0
Dunman High School,S1986,Caleb Lim,Sec5-4,F,2025-09-02,Present,,0
Kent Ridge Secondary School,S1987,Jayden Ho,Sec5-3,M,2023-08-15,Absent,Truancy,1
Springfield Secondary School,S1988,Lucas Tan,Sec4-1,M,2025-10-07,Late,,0
Gan Eng Seng School,S1989,Faith Goh,Sec3-1,M,2025-08-26,Present,,0
Compassvale Secondary School,S1990,Hannah Ong,Sec5-4,M,2024-01-29,Present,,0
Clementi Town Secondary School,S1991,Ethan Ng,Sec4-2,F,2023-08-01,Absent,Truancy,1
St. Patrick's School,S1992,Gabriel Chua,Sec1-4,F,2023-03-21,Absent,Truancy,1
Victoria School,S1993,Daniel Ong,Sec2-2,F,2023-07-21,Present,,0
Presbyterian High School,S1994,Ethan Ng,Sec1-4,M,2022-04-23,Absent,Truancy,1
Victoria School,S1995,Jasmine Tan,Sec3-4,M,2024-11-16,Present,,0
Maris Stella High School,S1996,Hannah Ong,Sec5-1,F,2024-07-31,Present,,0
Dunman High School,S1997,Isaac Koh,Sec2-4,F,2023-09-01,Present,,0
Singapore Chinese Girls' School,S1998,Jasmine Tan,Sec4-3,M,2022-06-23,Absent,Truancy,1
Hougang Secondary School,S1999,Daniel Ong,Sec4-3,F,2023-11-01,Present,,0
St. Patrick's School,S2000,Hannah Ong,Sec1-1,M,2023-08-16,Present,,0
CHIJ Katong Convent,S2001,Hannah Ong,Sec1-4,F,2024-12-09,Present,,0
Singapore Chinese Girls' School,S2002,Hannah Ong,Sec5-2,M,2023-06-24,Present,,0
Victoria School,S2003,Gabriel Chua,Sec4-1,M,2025-02-20,Absent,Truancy,1
Compassvale Secondary School,S2004,Isabelle Ho,Sec1-4,M,2023-11-25,Present,,0
CHIJ Katong Convent,S2005,Daniel Ong,Sec2-1,F,2024-03-13,Present,,0
Regent Secondary School,S2006,Jayden Ho,Sec4-1,M,2025-07-04,Present,,0
Gan Eng Seng School,S2007,Grace Lim,Sec2-2,M,2023-06-30,Present,,0
St. Patrick's School,S2008,Daniel Ong,Sec5-3,M,2023-12-16,Present,,0
Compassvale Secondary School,S2009,Aaron Tan,Sec1-1,F,2022-09-27,Present,,0
Anglican High School,S2010,Marcus Teo,Sec5-4,M,2022-09-04,Absent,Truancy,1
Hougang Secondary School,S2011,Charlotte Ng,Sec3-2,F,2022-04-01,Present,,0
Fairfield Methodist Secondary School,S2012,Faith Goh,Sec3-4,F,2025-08-10,Present,,0
Zhonghua Secondary School,S2013,Caleb Lim,Sec5-2,F,2022-12-29,Absent,Truancy,1
Kent Ridge Secondary School,S2014,Ethan Ng,Sec5-1,F,2022-09-06,Present,,0
Singapore Chinese Girls' School,S2015,Caleb Lim,Sec5-3,M,2024-02-27,Present,,0
St. Andrew's Secondary School,S2016,Aaron Tan,Sec5-3,F,2024-02-04,Present,,0
Nan Chiau High School,S2017,Caleb Lim,Sec4-2,F,2022-02-02,Present,,0
Yishun Town Secondary School,S2018,Charlotte Ng,Sec2-4,F,2022-07-09,Absent,Truancy,1
Dunman High School,S2019,Charlotte Ng,Sec1-2,F,2022-02-06,Present,,0
Anderson Secondary School,S2020,Aaron Tan,Sec2-3,F,2024-07-04,Present,,0
Victoria School,S2021,Hannah Ong,Sec4-1,F,2022-04-01,Present,,0
CHIJ Katong Convent,S2022,Jayden Ho,Sec2-2,M,2024-08-09,Absent,MC,1
Bedok Green Secondary School,S2023,Isaac Koh,Sec5-2,F,2022-10-19,Absent,Unknown,1
Zhonghua Secondary School,S2024,Lucas Tan,Sec2-4,F,2025-08-16,Present,,0
Compassvale Secondary School,S2025,Faith Goh,Sec5-3,F,2024-11-09,Present,,0
Maris Stella High School,S2026,Jasmine Tan,Sec5-1,M,2022-02-27,Present,,0
Springfield Secondary School,S2027,Jayden Ho,Sec4-2,M,2023-02-18,Present,,0
Presbyterian High School,S2028,Jasmine Tan,Sec1-1,F,2025-07-05,Present,,0
Hougang Secondary School,S2029,Caleb Lim,Sec2-2,F,2023-11-17,Present,,0
Gan Eng Seng School,S2030,Bella Tan,Sec5-2,M,2022-04-20,Present,,0
Victoria School,S2031,Adele Lim,Sec1-4,M,2023-06-23,Absent,Truancy,1
Compassvale Secondary School,S2032,Lucas Tan,Sec5-3,F,2022-11-01,Absent,Truancy,1
Holy Innocents' High School,S2033,Caleb Lim,Sec2-1,F,2023-05-29,Absent,Unknown,1
Dunman High School,S2034,Adele Lim,Sec5-4,M,2023-12-06,Absent,Sick,1
Presbyterian High School,S2035,Daniel Ong,Sec1-3,M,2025-05-07,Present,,0
Temasek Secondary School,S2036,Gabriel Chua,Sec4-4,M,2022-04-01,Absent,Medical Leave,1
Nan Chiau High School,S2037,Aaron Tan,Sec1-3,M,2024-07-29,Absent,Truancy,1
Regent Secondary School,S2038,Charlotte Ng,Sec3-1,M,2023-11-20,Present,,0
Gan Eng Seng School,S2039,Caleb Lim,Sec5-2,F,2023-03-20,Present,,0
Cedar Girls' Secondary School,S2040,Daniel Ong,Sec3-2,F,2024-06-27,Present,,0
Peicai Secondary School,S2041,Gabriel Chua,Sec3-2,M,2022-01-06,Present,,0
CHIJ Katong Convent,S2042,Benjamin Lee,Sec2-4,F,2023-03-08,Present,,0
Presbyterian High School,S2043,Gabriel Chua,Sec3-2,F,2024-03-27,Absent,Family Matter,1
Gan Eng Seng School,S2044,Faith Goh,Sec4-4,M,2023-06-25,Present,,0
Zhonghua Secondary School,S2045,Bella Tan,Sec3-4,F,2023-01-07,Present,,0
Anglican High School,S2046,Charlotte Ng,Sec5-2,F,2023-07-25,Present,,0
Regent Secondary School,S2047,Faith Goh,Sec4-1,M,2023-08-18,Present,,0
Bedok Green Secondary School,S2048,Aaron Tan,Sec2-4,M,2022-10-22,Present,,0
Dunman High School,S2049,Ella Chua,Sec4-2,M,2025-08-15,Present,,0
Nan Chiau High School,S2050,Daniel Ong,Sec2-2,F,2022-02-17,Present,,0
Springfield Secondary School,S2051,Benjamin Lee,Sec1-2,M,2023-06-25,Present,,0
Dunman High School,S2052,Daniel Ong,Sec1-2,M,2024-06-23,Present,,0
Gan Eng Seng School,S2053,Ethan Ng,Sec4-2,M,2025-02-11,Present,,0
Bedok Green Secondary School,S2054,Grace Lim,Sec1-3,F,2025-04-20,Absent,Medical Leave,1
Cedar Girls' Secondary School,S2055,Caleb Lim,Sec5-3,M,2022-05-09,Present,,0
Bukit Merah Secondary School,S2056,Daniel Ong,Sec5-4,M,2024-06-27,Present,,0
Singapore Chinese Girls' School,S2057,Isabelle Ho,Sec5-3,M,2023-10-15,Present,,0
Maris Stella High School,S2058,Adele Lim,Sec1-4,F,2022-10-20,Present,,0
Bukit Merah Secondary School,S2059,Bella Tan,Sec1-4,M,2025-04-11,Absent,Family Matter,1
Jurong Secondary School,S2060,Benjamin Lee,Sec5-4,M,2022-12-02,Present,,0
Kent Ridge Secondary School,S2061,Benjamin Lee,Sec5-3,M,2022-12-08,Absent,Medical Leave,1
Kent Ridge Secondary School,S2062,Isabelle Ho,Sec3-2,F,2022-01-26,Present,,0
CHIJ Katong Convent,S2063,Jayden Ho,Sec2-4,M,2024-02-27,Present,,0
Anderson Secondary School,S2064,Aaron Tan,Sec4-1,M,2024-12-18,Present,,0
Regent Secondary School,S2065,Daphne Lee,Sec3-2,F,2024-10-11,Present,,0
Victoria School,S2066,Grace Lim,Sec1-3,M,2022-02-26,Present,,0
Kent Ridge Secondary School,S2067,Grace Lim,Sec2-2,F,2022-06-19,Present,,0
Gan Eng Seng School,S2068,Daniel Ong,Sec2-4,M,2022-08-25,Present,,0
Cedar Girls' Secondary School,S2069,Jasmine Tan,Sec1-2,M,2025-07-26,Present,,0
Cedar Girls' Secondary School,S2070,Isaac Koh,Sec2-2,M,2023-08-19,Present,,0
Compassvale Secondary School,S2071,Daphne Lee,Sec4-1,M,2024-01-07,Present,,0
Dunman High School,S2072,Benjamin Lee,Sec2-1,F,2022-02-06,Present,,0
Maris Stella High School,S2073,Caleb Lim,Sec1-1,F,2023-11-24,Present,,0
Anglican High School,S2074,Caleb Lim,Sec4-1,F,2024-12-04,Present,,0
St. Patrick's School,S2075,Gabriel Chua,Sec4-4,F,2025-03-14,Present,,0
Bukit Merah Secondary School,S2076,Bella Tan,Sec5-1,M,2025-02-11,Absent,Unknown,1
Anderson Secondary School,S2077,Lucas Tan,Sec1-4,M,2023-10-17,Late,,0
Anderson Secondary School,S2078,Aaron Tan,Sec3-2,F,2023-11-03,Present,,0
Regent Secondary School,S2079,Isaac Koh,Sec2-4,M,2024-09-22,Present,,0
Zhonghua Secondary School,S2080,Ella Chua,Sec3-1,F,2025-01-25,Present,,0
Temasek Secondary School,S2081,Bella Tan,Sec5-4,F,2022-01-14,Present,,0
Zhonghua Secondary School,S2082,Ella Chua,Sec5-2,M,2023-01-25,Present,,0
Nan Chiau High School,S2083,Hannah Ong,Sec2-3,F,2025-02-05,Absent,Truancy,1
Peicai Secondary School,S2084,Daphne Lee,Sec5-3,F,2023-06-09,Present,,0
Jurong Secondary School,S2085,Charlotte Ng,Sec5-1,M,2024-01-16,Absent,Truancy,1
Bukit Merah Secondary School,S2086,Gabriel Chua,Sec3-4,F,2023-02-15,Present,,0
Maris Stella High School,S2087,Gabriel Chua,Sec1-1,F,2025-04-30,Late,,0
Yishun Town Secondary School,S2088,Marcus Teo,Sec5-1,F,2023-11-11,Absent,Other,1
Peicai Secondary School,S2089,Marcus Teo,Sec5-2,M,2022-03-03,Present,,0
Nan Chiau High School,S2090,Benjamin Lee,Sec3-1,M,2025-03-30,Present,,0
Victoria School,S2091,Lucas Tan,Sec2-2,F,2022-05-12,Present,,0
St. Patrick's School,S2092,Marcus Teo,Sec2-3,F,2023-04-23,Present,,0
Regent Secondary School,S2093,Faith Goh,Sec3-3,F,2024-12-06,Present,,0
Anderson Secondary School,S2094,Aaron Tan,Sec3-4,M,2022-11-25,Absent,Other,1
Zhonghua Secondary School,S2095,Faith Goh,Sec2-4,F,2024-03-07,Absent,Truancy,1
Presbyterian High School,S2096,Jasmine Tan,Sec1-1,M,2022-06-30,Present,,0
Jurong Secondary School,S2097,Grace Lim,Sec1-2,F,2023-02-27,Present,,0
St. Andrew's Secondary School,S2098,Ethan Ng,Sec3-1,F,2024-02-23,Present,,0
Presbyterian High School,S2099,Daphne Lee,Sec3-3,M,2022-09-02,Absent,Medical Leave,1
Zhonghua Secondary School,S2100,Bella Tan,Sec1-3,M,2024-07-17,Present,,0
Springfield Secondary School,S2101,Marcus Teo,Sec4-4,M,2022-05-10,Present,,0
Singapore Chinese Girls' School,S2102,Isabelle Ho,Sec5-4,F,2024-05-06,Present,,0
Fairfield Methodist Secondary School,S2103,Caleb Lim,Sec1-2,M,2024-09-21,Present,,0
Fairfield Methodist Secondary School,S2104,Ella Chua,Sec5-1,M,2023-01-13,Present,,0
Yishun Town Secondary School,S2105,Ethan Ng,Sec5-3,M,2023-10-14,Present,,0
St. Andrew's Secondary School,S2106,Daphne Lee,Sec3-3,M,2022-02-03,Late,,0
Singapore Chinese Girls' School,S2107,Jasmine Tan,Sec4-3,F,2025-05-21,Present,,0
Dunman High School,S2108,Aaron Tan,Sec4-4,M,2023-06-12,Absent,Truancy,1
Clementi Town Secondary School,S2109,Isabelle Ho,Sec4-1,F,2023-07-04,Present,,0
Presbyterian High School,S2110,Bella Tan,Sec2-1,M,2022-04-27,Present,,0
Dunman High School,S2111,Daniel Ong,Sec1-1,F,2023-05-03,Absent,Medical Leave,1
Kent Ridge Secondary School,S2112,Isabelle Ho,Sec1-2,F,2025-10-29,Present,,0
Compassvale Secondary School,S2113,Daniel Ong,Sec2-4,M,2022-11-19,Present,,0
Holy Innocents' High School,S2114,Marcus Teo,Sec1-1,M,2024-10-06,Present,,0
Cedar Girls' Secondary School,S2115,Marcus Teo,Sec1-2,M,2024-05-12,Absent,Truancy,1
Clementi Town Secondary School,S2116,Ethan Ng,Sec2-3,M,2022-10-04,Present,,0
Peicai Secondary School,S2117,Grace Lim,Sec1-4,M,2025-03-02,Present,,0
Compassvale Secondary School,S2118,Isabelle Ho,Sec2-4,M,2024-09-27,Present,,0
Gan Eng Seng School,S2119,Jayden Ho,Sec5-3,F,2022-05-21,Late,,0
Nan Chiau High School,S2120,Charlotte Ng,Sec3-2,M,2023-11-20,Present,,0
Temasek Secondary School,S2121,Hannah Ong,Sec3-3,F,2025-05-13,Present,,0
Clementi Town Secondary School,S2122,Ethan Ng,Sec5-1,M,2022-12-18,Late,,0
St. Patrick's School,S2123,Bella Tan,Sec4-2,F,2023-03-24,Present,,0
Yishun Town Secondary School,S2124,Bella Tan,Sec3-1,F,2024-08-26,Present,,0
Cedar Girls' Secondary School,S2125,Isabelle Ho,Sec4-2,F,2024-11-08,Present,,0
Hougang Secondary School,S2126,Marcus Teo,Sec5-3,F,2023-03-26,Present,,0
Anglican High School,S2127,Bella Tan,Sec3-3,F,2025-01-05,Present,,0
Bukit Merah Secondary School,S2128,Marcus Teo,Sec2-2,M,2024-05-15,Present,,0
Regent Secondary School,S2129,Jayden Ho,Sec4-1,F,2023-08-14,Present,,0
Jurong Secondary School,S2130,Ethan Ng,Sec5-1,M,2022-08-29,Absent,Sick,1
St. Patrick's School,S2131,Charlotte Ng,Sec5-2,M,2025-04-16,Present,,0
Presbyterian High School,S2132,Adele Lim,Sec1-1,F,2025-05-20,Present,,0
Maris Stella High School,S2133,Daniel Ong,Sec5-2,M,2024-09-14,Absent,Truancy,1
Regent Secondary School,S2134,Caleb Lim,Sec1-4,F,2024-05-27,Present,,0
Yishun Town Secondary School,S2135,Marcus Teo,Sec2-3,M,2023-08-19,Present,,0
Yishun Town Secondary School,S2136,Isaac Koh,Sec4-2,M,2022-07-30,Present,,0
Anderson Secondary School,S2137,Aaron Tan,Sec3-4,M,2025-07-11,Present,,0
Bedok Green Secondary School,S2138,Daphne Lee,Sec2-3,F,2024-01-01,Present,,0
Peicai Secondary School,S2139,Bella Tan,Sec5-2,M,2022-12-09,Present,,0
Singapore Chinese Girls' School,S2140,Daphne Lee,Sec3-3,F,2024-02-28,Present,,0
Jurong Secondary School,S2141,Bella Tan,Sec3-2,F,2024-07-15,Present,,0
Anglican High School,S2142,Adele Lim,Sec3-3,F,2023-09-07,Present,,0
Clementi Town Secondary School,S2143,Ethan Ng,Sec3-3,F,2023-11-01,Present,,0
Peicai Secondary School,S2144,Ethan Ng,Sec4-3,M,2025-01-27,Present,,0
Anglican High School,S2145,Ella Chua,Sec5-4,M,2025-01-14,Present,,0
Anderson Secondary School,S2146,Gabriel Chua,Sec4-4,F,2024-11-28,Absent,Truancy,1
Peicai Secondary School,S2147,Aaron Tan,Sec2-1,M,2025-02-25,Present,,0
Anglican High School,S2148,Hannah Ong,Sec1-4,F,2024-06-14,Absent,Truancy,1
Nan Chiau High School,S2149,Adele Lim,Sec5-1,M,2022-08-10,Present,,0
Victoria School,S2150,Jayden Ho,Sec1-1,F,2025-06-29,Present,,0
Fairfield Methodist Secondary School,S2151,Ethan Ng,Sec1-1,M,2023-02-16,Present,,0
Maris Stella High School,S2152,Charlotte Ng,Sec5-1,F,2024-07-25,Present,,0
St. Patrick's School,S2153,Daniel Ong,Sec5-4,M,2024-07-15,Present,,0
Bedok Green Secondary School,S2154,Ethan Ng,Sec4-2,F,2023-02-13,Absent,Truancy,1
Cedar Girls' Secondary School,S2155,Ella Chua,Sec2-1,F,2024-04-11,Present,,0
Regent Secondary School,S2156,Charlotte Ng,Sec2-3,M,2024-09-09,Absent,Sick,1
Regent Secondary School,S2157,Jasmine Tan,Sec1-2,F,2024-06-26,Present,,0
Bukit Merah Secondary School,S2158,Ethan Ng,Sec3-2,F,2024-06-24,Absent,Truancy,1
Temasek Secondary School,S2159,Benjamin Lee,Sec1-1,M,2023-04-07,Present,,0
Bukit Merah Secondary School,S2160,Jasmine Tan,Sec2-2,F,2022-06-12,Late,,0
Peicai Secondary School,S2161,Bella Tan,Sec1-4,F,2022-03-09,Present,,0
Springfield Secondary School,S2162,Faith Goh,Sec3-3,F,2023-11-22,Present,,0
Springfield Secondary School,S2163,Bella Tan,Sec1-1,F,2025-04-17,Present,,0
Zhonghua Secondary School,S2164,Ethan Ng,Sec1-4,M,2022-05-23,Present,,0
Regent Secondary School,S2165,Marcus Teo,Sec2-2,M,2024-03-03,Late,,0
Anglican High School,S2166,Faith Goh,Sec4-3,M,2022-09-16,Present,,0
Kent Ridge Secondary School,S2167,Lucas Tan,Sec3-2,M,2022-11-04,Present,,0
Springfield Secondary School,S2168,Isaac Koh,Sec1-1,M,2023-12-11,Present,,0
Singapore Chinese Girls' School,S2169,Aaron Tan,Sec5-1,M,2025-01-29,Present,,0
Kent Ridge Secondary School,S2170,Marcus Teo,Sec2-4,F,2024-08-28,Absent,Truancy,1
Victoria School,S2171,Marcus Teo,Sec3-1,F,2022-10-26,Absent,Truancy,1
Compassvale Secondary School,S2172,Charlotte Ng,Sec2-3,M,2024-11-28,Present,,0
Victoria School,S2173,Hannah Ong,Sec5-3,M,2024-02-23,Absent,Truancy,1
St. Andrew's Secondary School,S2174,Daphne Lee,Sec1-1,F,2024-05-12,Present,,0
Bukit Merah Secondary School,S2175,Ella Chua,Sec1-2,M,2022-05-27,Absent,Truancy,1
Singapore Chinese Girls' School,S2176,Ella Chua,Sec5-4,F,2022-12-22,Present,,0
Yishun Town Secondary School,S2177,Marcus Teo,Sec4-4,M,2023-10-01,Present,,0
Victoria School,S2178,Ella Chua,Sec5-3,F,2022-11-06,Absent,Truancy,1
Gan Eng Seng School,S2179,Faith Goh,Sec4-1,F,2025-10-04,Present,,0
Kent Ridge Secondary School,S2180,Ella Chua,Sec3-3,F,2023-05-01,Present,,0
Nan Chiau High School,S2181,Adele Lim,Sec5-1,M,2025-03-15,Present,,0
St. Patrick's School,S2182,Isaac Koh,Sec4-1,M,2023-03-18,Present,,0
St. Andrew's Secondary School,S2183,Aaron Tan,Sec2-3,F,2023-08-12,Present,,0
Fairfield Methodist Secondary School,S2184,Jasmine Tan,Sec3-1,M,2023-09-18,Absent,Truancy,1
Gan Eng Seng School,S2185,Faith Goh,Sec4-4,M,2025-02-27,Absent,MC,1
St. Patrick's School,S2186,Daniel Ong,Sec5-1,M,2024-01-15,Present,,0
Jurong Secondary School,S2187,Ethan Ng,Sec1-1,M,2023-06-29,Present,,0
Bedok Green Secondary School,S2188,Charlotte Ng,Sec3-3,F,2024-06-18,Present,,0
Regent Secondary School,S2189,Lucas Tan,Sec3-1,F,2024-04-16,Present,,0
Maris Stella High School,S2190,Jasmine Tan,Sec3-2,M,2023-09-03,Absent,Sick,1
Compassvale Secondary School,S2191,Daniel Ong,Sec4-1,F,2024-12-25,Present,,0
Jurong Secondary School,S2192,Faith Goh,Sec2-1,F,2025-04-07,Late,,0
Nan Chiau High School,S2193,Jayden Ho,Sec1-2,M,2024-07-19,Present,,0
Peicai Secondary School,S2194,Caleb Lim,Sec4-4,M,2025-01-27,Present,,0
Holy Innocents' High School,S2195,Grace Lim,Sec3-3,M,2022-11-03,Absent,Truancy,1
Compassvale Secondary School,S2196,Caleb Lim,Sec4-2,F,2024-02-06,Absent,Truancy,1
Victoria School,S2197,Isabelle Ho,Sec2-2,M,2023-10-06,Present,,0
Singapore Chinese Girls' School,S2198,Gabriel Chua,Sec4-1,M,2023-10-26,Present,,0
Jurong Secondary School,S2199,Faith Goh,Sec2-3,F,2023-11-15,Present,,0
Springfield Secondary School,S2200,Ella Chua,Sec4-4,F,2022-11-21,Present,,0
Nan Chiau High School,S2201,Hannah Ong,Sec3-4,F,2024-02-21,Present,,0
Kent Ridge Secondary School,S2202,Benjamin Lee,Sec3-1,F,2023-01-30,Late,,0
Cedar Girls' Secondary School,S2203,Benjamin Lee,Sec1-1,F,2022-09-04,Present,,0
St. Patrick's School,S2204,Aaron Tan,Sec3-1,F,2024-03-11,Present,,0
CHIJ Katong Convent,S2205,Marcus Teo,Sec1-4,M,2024-01-23,Present,,0
Dunman High School,S2206,Isaac Koh,Sec1-4,M,2022-06-07,Present,,0
Holy Innocents' High School,S2207,Daphne Lee,Sec5-2,F,2023-09-04,Present,,0
Singapore Chinese Girls' School,S2208,Grace Lim,Sec4-2,M,2023-12-31,Present,,0
Presbyterian High School,S2209,Aaron Tan,Sec2-3,M,2024-01-22,Present,,0
Presbyterian High School,S2210,Bella Tan,Sec1-2,M,2022-02-06,Present,,0
Regent Secondary School,S2211,Marcus Teo,Sec1-2,M,2022-04-08,Absent,Truancy,1
Dunman High School,S2212,Lucas Tan,Sec3-2,M,2024-07-29,Present,,0
Yishun Town Secondary School,S2213,Bella Tan,Sec3-4,M,2022-03-25,Present,,0
Bukit Merah Secondary School,S2214,Ethan Ng,Sec4-3,M,2023-06-14,Absent,Truancy,1
Hougang Secondary School,S2215,Caleb Lim,Sec2-4,F,2025-08-31,Present,,0
Dunman High School,S2216,Hannah Ong,Sec4-3,M,2022-08-28,Absent,Truancy,1
Clementi Town Secondary School,S2217,Caleb Lim,Sec4-4,M,2022-06-02,Absent,Truancy,1
Singapore Chinese Girls' School,S2218,Daphne Lee,Sec5-1,F,2022-12-22,Absent,Unknown,1
Yishun Town Secondary School,S2219,Jasmine Tan,Sec2-3,F,2025-09-23,Absent,Other,1
Yishun Town Secondary School,S2220,Jayden Ho,Sec3-2,F,2022-05-14,Present,,0
St. Andrew's Secondary School,S2221,Isabelle Ho,Sec5-1,F,2023-04-02,Present,,0
Bukit Merah Secondary School,S2222,Caleb Lim,Sec3-2,M,2022-12-16,Absent,Truancy,1
Nan Chiau High School,S2223,Caleb Lim,Sec5-2,F,2025-01-26,Absent,Truancy,1
Peicai Secondary School,S2224,Isaac Koh,Sec5-4,F,2025-03-06,Present,,0
Anderson Secondary School,S2225,Ella Chua,Sec3-3,M,2023-03-06,Present,,0
Victoria School,S2226,Marcus Teo,Sec2-1,F,2022-03-19,Present,,0
Presbyterian High School,S2227,Bella Tan,Sec2-4,M,2023-01-31,Present,,0
Jurong Secondary School,S2228,Jayden Ho,Sec5-3,F,2024-09-07,Absent,Sick,1
Maris Stella High School,S2229,Isabelle Ho,Sec3-1,F,2025-10-18,Late,,0
St. Andrew's Secondary School,S2230,Grace Lim,Sec5-4,M,2023-10-20,Absent,Truancy,1
Presbyterian High School,S2231,Caleb Lim,Sec3-2,F,2025-03-27,Present,,0
Temasek Secondary School,S2232,Hannah Ong,Sec4-3,M,2022-04-05,Present,,0
Holy Innocents' High School,S2233,Ella Chua,Sec3-4,M,2023-12-09,Absent,Other,1
Bedok Green Secondary School,S2234,Isabelle Ho,Sec3-4,M,2025-07-13,Late,,0
Fairfield Methodist Secondary School,S2235,Jayden Ho,Sec3-4,F,2022-11-14,Absent,Truancy,1
Fairfield Methodist Secondary School,S2236,Isaac Koh,Sec5-2,M,2024-03-15,Present,,0
Dunman High School,S2237,Marcus Teo,Sec2-2,F,2023-01-12,Present,,0
Kent Ridge Secondary School,S2238,Jasmine Tan,Sec5-3,M,2022-11-30,Present,,0
Singapore Chinese Girls' School,S2239,Charlotte Ng,Sec1-1,M,2023-05-03,Present,,0
Temasek Secondary School,S2240,Jayden Ho,Sec4-2,M,2023-12-12,Absent,Truancy,1
St. Patrick's School,S2241,Ella Chua,Sec2-1,F,2025-08-22,Absent,Truancy,1
Bukit Merah Secondary School,S2242,Isaac Koh,Sec1-3,M,2024-01-11,Absent,Truancy,1
Presbyterian High School,S2243,Charlotte Ng,Sec5-1,F,2022-04-13,Present,,0
Springfield Secondary School,S2244,Bella Tan,Sec4-3,M,2022-05-10,Present,,0
Anderson Secondary School,S2245,Daniel Ong,Sec4-2,F,2025-07-29,Present,,0
Jurong Secondary School,S2246,Jayden Ho,Sec5-1,M,2025-04-28,Present,,0
Compassvale Secondary School,S2247,Adele Lim,Sec3-4,F,2023-04-22,Absent,Truancy,1
Presbyterian High School,S2248,Caleb Lim,Sec1-3,F,2024-12-12,Present,,0
Fairfield Methodist Secondary School,S2249,Jayden Ho,Sec2-1,M,2024-09-13,Present,,0
CHIJ Katong Convent,S2250,Ethan Ng,Sec4-1,M,2024-03-05,Present,,0
Victoria School,S2251,Gabriel Chua,Sec2-4,M,2022-08-23,Present,,0
St. Andrew's Secondary School,S2252,Charlotte Ng,Sec5-1,M,2022-03-29,Present,,0
St. Andrew's Secondary School,S2253,Caleb Lim,Sec1-4,F,2023-06-18,Present,,0
Singapore Chinese Girls' School,S2254,Gabriel Chua,Sec2-3,M,2022-02-01,Present,,0
